dialect	standard
이게 흔드러 가주	이렇게 흔들어 가지고
고 하양 거만하양 거만 남넌다고 하양 거	그 하얀 것만 하얀 것만 남는다고 하얀 거
요로캐 하노콤썩 해 가주구서 요기럴 인재 씩 요기 씩꿔요	요렇게 한움쿰씩해 가지고서 여기를 씻 요기를 씻어요
요래 요래 씩꿔 가주구서넌 콱 짬매드라고요	요렇게 요렇게 씻어 가지고는꼭 동여매더라고요
막 하노콤썩	막 한움쿰씩
거때 마 아주 예줌바 이 또랑애 여기 무리 마이 내려가써요 그때만 해두	그때만 해도 아주  이 도랑에 물이 많이 내려갔어요 그때만 해도
인재 또랑애서 쩌구	이제 도랑에서 찌고
남저남저 흔들머뇨 그기 내리가요	남실남실 흔들면요 그게 내려가요
요 막 흔들만	요 막 흔들면
그 껍띠기가	그 껍데기가
걱 거태 인능 거	겉 겉에 있는 거
아주 껍띠기 새파랑 건 뻐꺼저고	아주 껍데기 새파란 것은 벗겨지고
하양 거만 나마야 베럴 맹그넝 거여	하얀 것만 남아야 베를 만드는 거야
근대 아주 하양 거만 안 남 쩌 그르캐 하양 거만 안 나마	아주 하얀 것만 안 남 저 그렇게 하얀 것만 안 남아
근대 낭기 점 더러 이 붇끼두 하구 이린대	그런데 나무가 좀 더러 이게 붙기도 하고 이런데
그거럴 인재 기냥 이기 짜갱 그시 이르캐 넙쭈카지 이개	그거를 이제 그냥 짼것이 이렇게 넓적하지 이게
그라먼 고고럴	그러면 그거를
넙쭈카기만 해궁 그개 짜갠다닝깨 그거 또	넓적하기만 하면 그걸 쪼갠다니까 그걸 또
다스 까닥뚜 나오넝 거 이꾸 여서 까닥뚜 나오넝 거뚜 이꾸	다섯 가닥도 나오는 거 있고 여섯 가닥으로 나오는 것도 있고
세 가닥뚜 나오능 기 이꼬 두 가닥 나오는 가능 건 그리여	세 가닥도 나오는게 있고 두 가닥 나오는 가는 것은 그래
그래서	그래서
삼베도 그걸 가늘기 짜개만	삼베도 그걸 가늘게 째면
저 이 머여	저 이 뭐야
고대 모콰	아까 목화
모콰 저 쌔쑤 나오넝 거마냥	목화 저 새수 나오는 것마냥
더 곤 삼베가 나오고	더 고운 삼베가 나오고
구깨 짜개먼 인저 뿔떡쌈뻬가 나오넝 거지	굵게 째면 뿔떡삼베가 나오는 거지
고고또 고래되요	그것도 그렇게 돼요
처매 가리야 대요 그거또명마냥	처음에 가려야 돼요 그것도 목화마냥
그래 가주 인재	그래 가지고 이제
삼베가요	삼베가요
가쟁이 벙 기 이짜나요	가지가 벋은 게 있잖아요
상태가	상태가
가쟁이 벙 거넌 인재 따로 과 가리 노코	가지가 벋은 것은 이제 따로 가 가려 놓고
꼬꼬타개 매끄낭 건 또 따루 하구 이래요	꼿꼿하게 매끈한 것은 또 따로 하고 이래요
명마냥	목화마냥
그라먼 인재 깨끄타고 키 킁 거넌 인재 첨 재 고깨 짜개 가주구 인재	그러면이제 깨끗하고 키 큰 것은 이제 참 저 곱게 째 가지고 이제
차 저 고온 삼베가 대고	차 저 고운 삼베가 되고
이 그 가쟁이 벌구 막 이렁 건 인재 좀	이 그 가지가 벋고 막 이런 것은 이제 좀
그 수기 이짜나요	그 숙이 있잖아요
고람 재 그렁 건 쪼곰 쪼곰 구깨 짜개 가주구	그러면 이제 그런 건 조금 조금 굵게 째 가지고
그거또 쫌 내고	그것도 좀 내고
그거뚜 모콰로 모콰로 베 맹그렁거랑 비스타다고	그것도 목화로 목화로 베 만드는거랑 비슷하다고
안 조웅 거로	안 좋은 거로
물래애 자꼬 이래야 된다고 그거또	물레에 잣고 이래야 된다고 그것도
꽈야 대니까	꼬아야 되니까
그거 그러먼 삼때가 곧깨 고깨 할라그러면 좀 심 저기 갈 때 줌 달개 가라야 되갠내요	그거 그러면 삼대가 곧게 곧게 하려고 하면 좀 심 저기 갈 때좀 달게 갈아야 되겠네요
아이 달개 가라야 되요	아이 달게 갈아야 되요
너머 너머 다라도 안 되고	너무 너무 달아도 안 되고
너무 드무러두 안 대능 기요	너무 드물어도 안 되는 거요
고고 참 씨 뿌리능 기	그거 참 씨 뿌리는 게
드물먼 가재이가	드물면 가지가
씨 뿌리멀 아주 기술쩌그로 해야 대능 거요	씨 뿌림을 아주 기술적으로 해야 되는 거요
그르개써요	그렇겠어요
씨 뿌리멀	씨 뿌림을
이 너무 드물먼 가쟁이가 버러서 안 댄다 마리여	이 너무 드물면 가지가 벋어서안 된다 말이야
가쟁이가 버러서	가지가 벋어서
그거 그래 가주구 이 토비라구 여여 이 저기 칼 뚜꺼운 칼마냥요	그거 그래가지고 이 톱이라고 요요 저기 칼 두꺼운 칼마냥요
뚜꺼웅 칼 이짜나요	두꺼운 칼 있잖아요
두꾸깨 맨들무넌	두껍게 만들면
두꺼깨 맨드러 가주구	두껍게 만들어 가지고
사라미 이르캐두 암 빌 정도루 해 가주구서	사람이 이렇게 해도 안 벨 정도로해 가지고서
고거 요러캐 무꾼대럴 인재 요거 무꾼대는 여기 암 뻐까지거던녀	고거 요렇게묶은 데를 이제 요고 묶은 데는 안 벗겨지거든요
뻐꺼지덜 아내요 그기	벗겨지들 안 해요 그게
그래서 고건 나두꾸 인재 해 가주구서넌 이기 빤때기다 노쿠	그래서 그건 놔두고 이제 해 가지고서는 이걸 빤때기에다 놓고
이기 요 지리기 요고마난 짐 지버 가주구 이르캐 만드능 기 이써요 요르캐	이게 요 길이가 요것만한 짐 집어 가지고 이렇게 만드는 게 있어요 요렇게
다 삐끼야 대요 이르캐	다 벗겨야 돼요 이렇게
이 이슬 때	이 이을 때
이슬 때	이을 때
그래야	그래야
이스매럴 이스매럴	매듭을 매듭을
그 당과서 이재 그뚜 추지야지	그 담가서 그것도 축여야지
말르먼 안 대거던녀	마르면 안 되거든요
그래 요래 토파리 이써요	그래 요렇게 톱칼이 있어요
톡콰리라캐요 그거럴	톱칼이라고 해요 그것을
톱칼	톱칼
토칼	예 톱칼
그리선 이르키 삐끼 가주구서루넌	그래서는 이렇게 벗겨 가지고서는
에헤 가쟁이 이 나무럴 하나 요로캐 가쟁이 요기 요로캐 짜개 가주구	에가지 이 나무를 하나 이렇게 가지를 여기를 이렇게 째 가지고
요기다 꼬바요	요기에다 꽂아요
꼬바 가주구 인재 이르캐 질만 여자드리 이르캐 다리 여그다가 이르캐 하낙씩빼 가주 이서요	꽂아 가지고 이렇게 길면 여자들이 이렇게 다리 여기에다가 이렇게 하나씩 빼어 가지고 이어요
허허 그 인너라고	허허 그 잇느라고
거 짜갱 거	그거 쪼갠 거
쪽 이서야 대니까	쪽족 이어야 되니까
이서 가주구 한 소코리썩 맨드러 가주구넌 에헤 비어 가주구 끄내키루 고고좀 모쓰넝 거 그거럴 요로캐 짬매지요 그냥	이어 가지고 한 소쿠리씩 만들어가지고는 에헤 베어 가지고 끈으로 그거 못 쓰는 거 그것을 요렇게 동여매지요그냥
그개 십짜루 짬매서 요로캐 쏘다 노코	그게 십자로 동여매서 요렇게 쏟아 놓고
그라먼 요로캐 모새루 인재 가따 요로캐 요로캐 해 노코	그러면 요렇게 모래로 이제 갖다 요렇게 요렇게 해 놓고
그거뚜 열 깨를 해 가주구서	그것도 열 개를 해 가지고서
그 저기다 저 이르캐 에 열깨 톰 이기 맨더넝 거 거거다가 꼬바 가주구	그 저기다가 저 이렇게 에 열 개 톱 이렇게 만드는 거 거기다가 꽂아 가지고
물래루 자사 가주구 꾸리를 맹글 참 저 가라걸 맹그라 가주 하자나 그또	물레로 자아 가지고 꾸리를 만들 참 저 가락을 만들어 가지고 하잖아 그것도
그거뚜 명마냥 자사 가주구 고또 해야 대구 또까치 그 명아고 또까타요	그것도 목화마냥 자아 가지고 그것도 해야 되고 똑같이 그 목화하고 똑같아요
그런 그런시그루 하넝 거	아 그런 그런 식으로 하는 거
인재 삼베다 명베다 이래  하능 거또 또까타요	삼베다 명베다 이렇게 하는 것도 똑같아요
나넝 거까지두 또까틍 거지 인재	나는 것까지도 똑같은 거지 이제
과정이	과정이
베트래다 올리 노코 짜넝 거또 머 다 또까터	베틀에다 올려 놓고 짜는 것도 뭐다 똑같아
그 인재 꾸리지 그근	그 이제 꾸리지 그건
꾸리럴 이 맹그넝 기 인재 부개다 느코 하넝 거 인재 그 그럼 명 무명하넝 거랑그 쌈베하넝 거랑 또까터고	꾸리를 만드는 게 북에다 넣고 하는 거 명 무명하는 거랑 그 삼베하는 거랑 똑같고
명두 그리치	명도 그렇지
그럼 가튼 베트래서 하능 거지요	그러면 같은 베틀에서 하는 거지요
에 가튼 베트래서 똑까튼 과정으로 하넝 거여	예 같은베틀에서 똑같은 과정으로 하는 거야
예저내 하루 베 짜면 어너 얼마나 짜써요	예전에 하루 베 짜면 어느 얼마나 짰어요
예저내 잘 짜넌 사라먼뇨	예전에 잘 짜는 사람은요
이르개 스무 자가 함 필 열따서 짜두 함 필 서른 자 함 필 이르캐 따지요	이렇게 스무자가 한 필 열다섯 자도 한 필 서른 자 한 필 이렇게 따져요
이 스무 자 함 필 서른 자 함 필 인재 열따서 짜 함 필	스무 자 한 필 서른자 한 필 이제 열다섯 자 한 필
젤 그르캐 만드라 가지구 인재 필루 나와요	제일 그렇게 만들어 가지고 이제필로 나와요
그라먼 잘 짜넌 사라먼 열따서 짜 그거 다 짜넌 사람두 이꾸	그러면 잘 짜는  사람은 열다섯 자 그거 다 짜는 사람도 있고
스무 자 다 짜넌 사람두 이꾸 인재 그래요	스무 자 다 짜는 사람도 있고 이제그래요
근대 인재 그 서른 자 하 함 필 짜넌 사라먼 바미나 나지나 짜먼 서른 자 짠다카드라고요	그런데 이제 그 서른 자 한 필 짜는 사람은 밤이나 낮이나 짜면 서른 자 짠다고 하더라고요
하루애 모 짠디야	하루에 못 짠대
어림두 업따능 기여	어림도 없다는 거야
아니 바미나 나지나 짜먼인재 그르캐 짠디야	아니 밤이나 낮이나 짜면 이제 그렇게 짠대
서른 자 함 필	서른 자 한 필
하루애 저 짠디야 그르캐	하루에 짠대 그렇게
옌나래 명 불써 노코 막 그르캐 짠다 카대	옛날에 그 명 불켜 놓고 막 그렇게 짠다고 하대
할부리 형니먼 그르캐 짜바따는대	할부리 형님은 그렇게 짜봤다는데
그르캐 모짜	아 그렇게 못 짜
잘 짜지 우리 형님	잘짜지 우리 형님
한 사밀씨근 걸리지	한 삼 일씩은 걸리지
사밀	삼 일
인저 그르캐 짜띠야	이제 그렇게 짰대
여기 모시두 시먼나요	여기 모시도 심었나요
모시	모시
모시는 아내바써요	모시는 안 해 봤어요
모시 아내요 여긴	모시는 안 해요 여기는
여긴 아내요	여긴 안 해요
한산모시라고 저짜그루 하능 거지	한산모시라고 저쪽으로 하는 거지
저 상주서 마니 하지	저 상주에서 많이하지
상주요	상주요
여 상주 함창이라는 대서 그건 마니해요 모시는	여기 상주 함창이라는 데서그건 많이 해요 모시는
지금두 한다카든대요	지금도 한다고 하던데요
그럼 그거 인재 질쌈할 때요	그럼 그거 이제 길쌈할 때요
어떵 거뜨리 이써요 그 기 기구가	어떤 것들이 있어요 그 기 기구가
도구가	도구가
도구는 머	두구는 뭐 에
아까 항거 저기 미영 씨 빼능 거는	아까 한 거 저기 미여 씨 빼는 거는
씨아시	씨아
씨아시고	씨아고
그 실 이러캐 감넝 거는	그 실 이렇게 감는 거는
물래	물레
물래고	물레고
얼 얼래래능 거뚜 이써요	얼 얼레라는 것도 있어요
가라기라구	가락이라고
가락	가락
가라기 인재 에 여 명 물래애다가 주럴 이르캐 매 가주구	예 가락이이제 여기 미영 물레에다가 줄을 이렇게 매 가지고
여기 저기 마라자먼 여 수판이짜나요	여기 저기 말하자면 여기 주판있잖아
수팡그텅 거럴 네 개짜리두 이꾸 다서 깨짜리가 이써요	주판같은 것을 네 개짜리도 있고 다섯 개짜리가 있어요
그라먼 인재 그거럴 인재 수판거텅 거넌 내빌라두구	그러면 이제 그것을 이제주판같은 것은 내버려두고
인재 여기두 여기 인재 그 가라기라구 이써요	이제 여기도 여기 이제 그 가락이라고 있어요
여기두 삐쭈카고 이짜개도 삐쭈개요	여기도 뾰족하고 이쪽에도 뾰족해요
이만 이마낭 거지요	이만 이만한 거지요
그르캔 안 질지요	그렇게는 안 길지요
쎄 세루 댕 걸 마라능 거	쇠 쇠로 된 걸 말하는 거
쎄루 댕 거고만	예 쇠로 된 거 고만한
요 요 요 정도는 대요	예 요 요요 정도는 돼요
한 요정도 대능 거 가뜬대	한 이 정도 되는 거 같던데
건 너머 커요	그건 너무 커요
아니 요 정도요 요 정도 대넌대	아니 요 정도요 요 정도 되는데
그래요	그래요
제가	제가
요 정도 대요	요 정도 돼요
요 정도 되넌대 가문태넌 인재 고기 다서 깨짜리 네 개짜리 이써요	요 정도되는데 가운데는 이제 고기 다섯 개짜리 네 개짜리가 있어요
줄 그넌대고	줄 긋는 데고
네네	네
다서 깨짜리	다섯 개짜리
똥그랑 거 요로캐	동그란 거 이렇게
예예 수판 고거텅 거	예예 주판 그 같은 것
고고 인넌대	그거 있는데
맨 우애넌 줌 인재 짤루꾸	맨 위는 좀 이제 짧고
여 가락 꼼넌 대 여기 이마낭 거시 요기넌 인재 그 멀루 하너냐 하먼	여기가락 꽂는 데 여기 이만한 것이 요기는 이제 그 뭘로 하느냐 하면
옌날 수숟 쩌기	옛날 수수 저기
수숙	조
조 이찌요 조	조 있지요 조
조 그거 조조때여	조 그거 조 대궁이여
저 조 그거	저 조 그거
그거 인재 굴긍 걸 가따가	그거 이제 굵은 것을 갖다가
근 대공 그거 그거 하능 기여	그것은 대궁 그거 그거 하는 거야
인재 자근자근자근자근 요래 요래 눌루문뇨	이제 자근자근자근자근 요렇게 요렇게 누르면요
고기 요래 줌 부서저요	그게 요렇게 좀 부서져요
부서저서	부서져서
이기 고기 부서저만	이게 그게 부서지면
인재 이르캐 그 가라기라능 걸 거기다 꼬바요	이제 이렇게 그 가락이라는 걸거기에 꽂아요
우애꺼넌 짤루꾸	위에 거는 짧고
미탠 질거더녀	밑에는 길거든요
거 징 걸 고고 인재 이 요만항 거루 과라개다가 꼬바나요	그 긴 것을 고고 이제 이 요만한 것으로 가락에다가 꽂아 놔요
고 가라개다 미태다가	고 가락에다 밑에다가
꼬바 노코서넌 인재 그래 거기다 물래 돌리고 인재	꽂아 놓고서는 이제 그렇게 거기에다 물레를 돌리고 이제
요 수투 수판 거튼 대넌 인재 주럴 물래애다 다라 매지요 물래애다	요 수판주판 같은 데는 이제 줄을 물레에다 달아 매지요 물레에다
그 인재	그 이제
