dialect	standard
축끼 저네	춥기 전에
그러몬자 고구마 그 캘 때보몬 잘몬하몬 머 진도 나오고 이리 안함니꺼	예 그러면 인제 고구마 캘 때 보면 잘못하면 진도 나오고 이러잖습니까
찐 나와요	진 나와요
찍찍 잉기지 사레	찍찍 엉기지 살에
고구매 요리 케가꼬 막 요리 거슥 끄네키 그 뗀다고 요리허믄 허허이 뜨무리막 나와요	고구마 요리 캐 가지고 그 끈 뗀다고 요리 하면 하얗게 뜨물진이 막 나와요
고구매 찌니	고구마 진이
글 뜨무리라 캄니꺼	그걸 뜨물이라고 합니까
찌니라 허지 찌니라호	진이라고 하지 진이라고
고구매 찐	고구마 진
그라고언자 또 꼬치 농사도 지쓸꺼 아임니꺼	그러고 인제 또 고추 농사도 지었을 것 아닙니까
꼬치도 하모 지찌요	고추도 아무렴 짓지요
모중 사가꼬 지그므	모종을 사 가지고 지금은
옌나레예	옛날에는요
저네는언자 이 마 또 고를 처가꼬	전에는 인제 뭐또 고랑을 쳐 가지고
비로 좀 헉꼬	비료 좀 흩고
거름 좀 헉꼬 그래가꼬언잗	거름 좀 흩고 그래 가지고 인제
씨를 꼬치씨 그거 꼬치 요리 짱글기믄 씨가 나오거등뇨	씨를 고추씨 그것 고추요리 자르면 씨가 나오거든요
그 씨를 바다나따가	그 씨를 받아 놨다가
그 바테다가 막 이리 졸졸 가라노모	그 밭에다가 이렇게 졸졸 갈아 놓으면
가라노코 또 그걷또 두문두문 세아나요	갈아 놓고 또 그것도 드문드문 세워 놔요
그러믄자 가재이가 버르가꼬언자 저네는 그래 해 해가꼬 묻찝	그러면 인제 가지가 벌어 가지고 인제 전에는 그리 해 해 가지고 먹었지
봉갈하고	봄갈이하고
봉가리	봄갈이
그 이르믈 가따 봉가리라고 해	그 이름을 갖다가 봄갈이라고 해
봄 머라고예	봄 뭐라고요
봉가리 봉가리	봄갈이 봄갈이
봄가리	봄갈이
보메 요리 마 씨를 뿌리가꼬	봄에 요리 뭐 씨를 뿌려 가지고
그리 그리 해가 문는데 지그믄 전시 모종을 사가꼬	그리 그리 해 가지고 먹었는데 지금은 전부 모종을 사 가지고
넘 해농걸 사가꼬 와서언자 시머가꼬 고치를 따지	남이 해 놓은 걸 사 가지고와서 인제 심어 가지고 고추를 따지
그람 고치는 심어나머 바로 따짐니까	그럼 고추는 심어 놓으면 바로 따집니까
어디요 그걷또 마이 키아야지	아니오 그것도 많이 키워야지
거르믈 해가꼬 키아야지	거름을 해 가지고 키워야지
그 우쩨 키아는지 운제 따는지 고거 말씀 좀 해주이소	그 어찌 키우는지 언제따는지 그것 말씀 좀 해 주십시오
지금 막 뿔근고치 따데요	지금 막 붉은 고추 따데요
지금 딴 사람 우리는 머	지금 다른 사람 우리는 뭐
우리는 즈즈 맫피 여여 요지베 숭거농거언자 푸꼬치 따물라고 시뭉기고	우리는저저 몇 포기 여기여기 여기 집에 심어 놓은 것 인제 풋고추 따 먹으려고 심은 것이고
뿔근꼬치를 따요 지금	붉은 고추를 타요 지금
지금 사람드리 즈 딴 데는 마이 따따느마 딴데는	지금 사람들이 저기 딴 데는많이 땄다더만 딴 데는
꼬치버리허는 사람드른	고추 벌이하는 사람들은
저 구레로 막그런디는	저기 구례로 그런 데는
마니 머 메펭	많이 뭐 몇 평
오백페잉가 메페이고 숭거가꼬언자 그래가꼬언자 장에 나오니까	오백 평인가몇 평인가 심어 가지고 인제 장에 나오니까
그러몬자 꼬치도 그리 해꼬	그러면 이제 고추도 그리 했고
마알 농사는 안 지씸니꺼	마늘 농사는 안 짓습니까
마늘 안 지도 사람드리인잗	마늘 안 지어도 사람들이 인제
그거또언자 요리 쪼가리쪼가리 내가꼬	그것도 인제 요리 쪼가리쪼가리 내 가지고
거르믈 마이 해가꼬	거름을 많이 해 가지고
바테다가	밭에다가
그래가꼬언자 두두그로 허는 사라믄 두두그로 허고 골로 요리 고랑치는 사암 고랑하고	그래 가지고 인제 두둑으로 하는 사람은 두둑으로 하고 고랑을 요리 고랑치는 사람은 고랑하고
마이 숭구데요 이 동네도 자기들 뭉는다고	많이 심데요 이 동네도 자기들 먹는다고
그래가꼬 막 미테다인자 야글 치고 그리 마느를 시머요	그래 가지고 막 밑에다인제 약을 치고 그리 마늘을 심어요
그래 안 야글 안 치므 막 곤자리가 무거비리고	그래 안 약을 안 치면 막 곤자리가 먹어 버리고
곤자리라고 무그비리고 마느리 안데요	곤자리라고 먹어 버리고 마늘이 안 돼요
그릉께 지그므 약 안치므 암꺼또 안데	그러니까 지금은 약을 안 치면 아무것도안 돼
그러모 지금까지 말씀하싱거는언자 콩	그러면 지금까지 말씀하신 것은 인제콩
그다메 아까 서숙	그 다음에 아까 조
쑤시	수수
쑤시 감자 꼬치 마늘	수수 감자 고추 마늘
그거 말고 또 반농사 또 어떵기 더 이써씀니까	그것 말고 또 밭농사 또 어떤 게더 있었습니까
구렁기지요 머 녹띠 녹뚜고	그런 거지요 뭐 녹두 녹두고
녹뚜도 내나 콩매이로 시머노코 고마	녹두도 내나 콩처럼 심어 놓고 그냥
시머노모 고마 반만 메주모 여능기고	심어 놓으면 그냥 밭만 매 주면 여는 것이고
잔잔헌 녹뚜	잔잔한 녹두
그 죽 끼리 뭉능거	그 죽 끓여 먹는 것
그라몬 또 또 녹뚱가 녹띵가	그러면 또 또 녹두인지 녹디인지
녹띠	아 녹두
녹띠 말고는 또 얻 반농사 또 어떵기 이씀니꺼	예 녹두 말고는 또 어떤밭농사 또 어떤 것이 있습니까
폳 폰뇨	팥 팥요
퐅 이썬네예	아 팥 있었네요
콩 포	예 콩 팥
콩은 아까 해꼬	콩은 아까 했고
폰농사 그걷또언자 우찌 진는지	팥농사 그것도 인제 어찌 짓는지
포또 내나 시머 고마 콩매로고마	팥도 내나 심어 그냥 콩처럼 그냥
숭거노코 풀마 매주므	심어 놓고 풀만 매 주면
풀마 매주고 꼳피믄 또 야글 처야데고	풀만 매 주고 꽃 피면 또 약을 처야 되고
야글 안치모요 싹 벌레가 무거비리고	약을 안 치면요 싹 벌레가 먹어 버리고
옌나레도 그리 야글 마이 처씀니꺼	옛날에도 그렇게 약을 많이 쳤습니까
저네는 안 처써요	전에는 안 쳤어요
근딛	근데
저네 얘기 쫌 해주이소 요새꺼 말고	전의 이야기 좀 해 주십시오 요즘 것 말고
저네는 시머가꼬 풀만 매고	전에는 심어 가지고 풀만 매고
고마 이그므 이 끄너다가 마 똑똑 뚜디리가꼬	그냥 익으면 이 끊어다가 뭐 똑똑두드려 가지고
빼그리 포치 나오고 콩이 나오고 그랟찌요	뺄거리 팥이 나오고 콩이 나오고 그랬지요
내나 칙	내나 칙
시머가꼬 풀마 매줌 데니까	심어 가지고 풀만 매 주면 되니까
잠깐 폰농사도 읻꼬 또 빠진 거 머가 이쓸꼬예	잠깐 팥농사도 있고 또 빠진 거뭐가 있을까요
몰라 까지도 싱꼬 꼬추예	몰라 가지도 심고 고추에
꼬치바테까지도 시머가꼬 반찬허고 따다가	고추밭에 가지도 심어 가지고 반찬하고 따다가
그러니 까	그러니 가지
호박 호박 싱꼬	호박 호박 심고
내나 그리치요 머인자	내나 그렇지요 뭐 인제
그래 그런 거를 우째 시머가꼬 우째 딴다카는까지를 함번 생각나시는 대로 말씀해 달라는 검니다	그래 그런 것을 어떻게 심어서 어찌 딴다고 하는 것까지를 한 번생각나시는 대로 말씀해 달라는 겁니다
고만 보메 다 그렁거 다 보메 마 호박도 숭거가꼬 지금 머 열고	그냥 봄에다 그런 거 다 봄에 뭐 호박도 심어 가지고 지금 뭐 열고
언자 누룽디이 망 누러이 마 이그모언잗 지금 여러가꼬	인제 누런덩이 막누렇게 마 익으면 인제 지금 열어 가지고
언자 가으레 막 그릉거 다 거다디리요	이제 가을에 막 그런 거 다 거둬들여요
응 함뽀네 다언자 고마	응 한 번에 다 인제 그냥
보메 막 싱꼬	봄에 막 심고
그리 시머노모 전시 가으레 다 추수를 안능가요 가으레	그렇게 심어 놓으면전부 가을에 다 추수를 하잖나요 가을에
가으레언자 싹 주어 디리	가을에 인제 싹 주워 들여
만 어어 안 추어저서언자 호박도 따고 머	만어 안 추워져서 인제 호박도 따고 뭐
다 마무리를 하능기지	다 마무리를 하는 게지
그러고 또 바테 보리드르 숭거찌예	그리고 또 밭에 보리들을 심었지요
저네는언자 바테 보리도 시믄는데 지그믄 전시 녹차를 시므농께	전에는 이제밭에 보리도 심었는데 지금은 전부 녹차를 심어 놓으니까
녹차는인제 빼고	녹차는 인제 빼고
그람 보리말고 밀도 숭구쓸끼고	그럼 보리말고 밀도 심었을 것이고
밀허는 사람 밀갈고	밀 하는 사람 밀 갈고
보리가는 사람 보리갈고 그래써요	보리가는 사람은 보리를 갈고 그랬어요
그라고 밀하고 보리하고는 중요항기라서 쪼꼼언자 뒤에 다시 여쭤보께예	그리고 밀하고 보리는 중요한 것이라서 조금 인제 뒤에 다시 여쭤 볼게요
그라모 먼저언자 보리미더이	그러면 먼저 인제 보립니다이
보리는 그도 여러 종뉴가	보리는 그것도 여러 종류가
보리도	보리도
이쓸꺼 아임니꺼 머 봄보리도 이꼬 가을보리도 이꼬 머이렁기 이쓸꺼 아님니꺼 우뜨씀니꺼	있을 것 아닙니까 뭐 봄보리도 있고 가을보리도 있고 뭐 이런 게 있을 것아닙니까 어떻습니까
케 짜린거또 이꼬	키 작은 것도 있고
케 큰거또 이꼬 보리도언자 그러치요	키 큰 것도 있고 보리도 인제 그렇지요
그런디 봄보리라허고 머 저네	그런데 봄보리라하고 뭐 전에
저네 봄보리 두벌 가능그이 봄보링가 머	전에 봄보리 두 번 가는 게 봄보린가뭐
가으레 뿌리노코 다으메 거둬드링거는 그는 봄보리가 아이지예	가을에 뿌려놓고 다음 해 거둬 들이는 그것은 봄보리가 아니지요
그라모 그기 아마 제일 마이 숭구쓸까튼데	그러면 그게 아마 제일 많이 심었을 것 같은데
가으레	예 가을에
그걸 마이 숭구지	그걸 많이 심지
그걸언자	그걸 인제
가실라고 하하	가시려고 응
할머이 그아까 그거 말씀하시등거 가으레언자 보리가라가지고	할머니 그 아까그거 말씀하시던 것 가을에 인제 보리 갈아 가지고
그담 다음해언자여름 초여름 되면 보리 거다드릴꺼 아임니꺼	그 다음 다음해 인제 여름 초여름되면보리 거둬 들일 것 아닙니까
거 보리 우째 심어가지고 우째 또 농스 그 머 거름도 하고 풀도 매고 할꺼 아임니꺼	그거 보리를 어찌 심어 가지고 어찌 또 농사 그 뭐 거름도 하고 풀도 매고 할것 아닙니까
그래 나중에 크모 나까가꼬 비가지고 타작하낀데	그래 나중에 크  면 낫 가지고 베 가지고 타작할 건데
그 과정에 대해서 함번 쭉 생각나시는대로 말씀해주이소	그 과정에 대해서 한 번 쭉 생각나시는대로 말씀해 주십시오
보리를언자 보리가능거또	보리를 인제 보리 가는 것도
보리가능거또언자 고만 이리 농가라가 골 내가꼬	보리 가는 것도 인제 그냥 이리 논 갈아 가지고 고랑 내 가지고
고를 그 큰 배미 막 쭉 가라가꼬언잗	고랑을 그 큰 배미 쭉 갈아 가지고 인제
마 씨 흐꼬 비료 흐꼬 막 그래만 노믄 그래가꼬 은자 사라므로 더꼬 기계로도더꼬	뭐 씨 흩고 비료 흩고 막 그리만 놓으면 그래 가지고 인제 사람으로도 덮고기계로도 덮고
저네는 소느로 깽이로가꼬 싹 더퍼찌요 고랑고랑	전에는 손으로 괭이를 가지고 싹 덮었지요 고랑고랑
그 고랑고랑 싹다 더퍼찌	그 고랑고랑 싹 다 덮었지
깔쿠릴때로 가꼬덕꼬 머 깽이로가꼬 덕꼬	갈쿠리를 가지고 덮고 괭이를 가지고 덮고
그래노몬언자그맏 쭈우 올라와요 씨가	그래 놓으면 인제 그냥 쭈욱 올라와요씨가
씨가 올로오모언자 고래가꼬마	씨가 올라오면 인제 그래 가지고 마
또인제 이따가 우삐료 허고	또 인제 이따가 웃비료 하고
우삐로언자 짱 나모언자 어느 정도 요리나모언자 사사사살 해노모언자 언자 커지고	웃비료 인제 쭉 나면 인제 어느 정도 요리 나면 인제 살살살살 해 놓으면 인제 커지고
그아노모 지가언자 또 아라서언자 모가지 올라오고 패가꼬	그리 놓으면 자기가인제 또 알아서 인제 이삭 올라오고 패 가지고
뽈록뽈록 패가꼬언자 올라오고 팰때데믄	볼록볼록 패 가지고 인제 올라오고팰 때가 되면
그래가꼬머 보리도 데고마	그래 가지고 뭐 보리도 되고 마
보리도 종뉴가 쫌 이쓸꺼 아임니꺼	보리도 종류가 좀 있을 것 아닙니까
쌀보리카능거또 이써찌예	쌀보리라고 하는 것도 있었지요
그릉께 슨생님 다 아라삐는데 머 내는 모리고	그러니까 선생님이 다 알아 버리는데 뭐 나는 모르고
쌀보리	쌀보리
하모 쌀보라요 쌀보리고 늘보리고	아무렴 쌀보리에요 쌀보리고 늘보리고
그 쌀보리하고 늘보리는 내 이르믄 드런는데 영 잘 모르거든녜	그 쌀보리하고늘보리는 내 이름은 들었는데 영 잘 모르거든요
거 좀 설명 좀 해주이소	그거 좀 설명 좀 해 주십시오
쌀보리는인잗	쌀보리는 인제
고만 여 모감지가 올라오몬 톡톡 요리 볼가지고	그냥 여기 이삭이 올라오면 톡톡 요리 불거지고
톡톡 볼가지게인자 올라오고 늘보리는즈즈 질쭉질쭉허니 마 그리 생기쓰요 늘보리느	톡톡 불거지게 인제 올라오고 늘보리는 저저 길쭉길쭉하게 뭐 그리 생겼어요  늘보리는
그래가꼬언자 해가꼬 바테서언잗 해가꼬 와서언자막 베테 몰랴가꼬	그래 가지고 인제 해 가지고 밭에서 인제 해 가지고 와서 인제 막 볕에 말려 가지고
인자 즈 매상허고	이제 저 매상하고
저네는언자 찌무굳찌 요새 매상허지	전에는 인제 찧어 먹었지 요새매상하지
